place,x1,y1,x2,y2,x3,y3,x4,y4
"(1,1)",956,920,1124,912,1148,1076,968,1082
"(2,2)",496,438,620,434,612,524,478,528
"(3,3)",904,244,1016,238,1026,308,908,316
"(4,4)",404,272,516,266,500,338,384,344
"(5,5)",228,952,384,948,358,1104,188,1108
